epoch,train_loss,val_loss
1,0.44120253,0.39381005
2,0.39118518,0.37996921
3,0.37482746,0.37480169
4,0.36609439,0.36765707
5,0.36233336,0.36116240
6,0.35999313,0.35623956
7,0.35689899,0.36083980
8,0.35540997,0.36113281
9,0.35495808,0.36280464
10,0.35304853,0.35404740
11,0.35179743,0.35186822
12,0.35079585,0.35128677
13,0.34989553,0.35272826
14,0.34925703,0.35114111
15,0.34762095,0.34801190
16,0.34757026,0.35631486
17,0.34644357,0.34838953
18,0.34684921,0.35431591
19,0.34611361,0.35156047
20,0.34557081,0.35745432
21,0.34575835,0.35205754
22,0.34544781,0.34801734
23,0.34477547,0.34957683
24,0.34363024,0.34983347
25,0.34370000,0.34971571
26,0.34311639,0.34675509
27,0.34289583,0.35000323
28,0.34297634,0.35115368
29,0.34254614,0.34636277
30,0.34255021,0.34731918
31,0.34187378,0.34380215
32,0.34120946,0.34781994
33,0.34126129,0.34528718
34,0.34012926,0.34679861
35,0.33939425,0.35032611
36,0.33971387,0.34929441
37,0.34005450,0.34539618
38,0.33972419,0.34514149
39,0.33925428,0.34524690
40,0.33916417,0.34394795
41,0.33966453,0.34443963
42,0.33907606,0.34329780
43,0.33859558,0.34978655
44,0.33836727,0.34378888
45,0.33865795,0.34279641
46,0.33832616,0.34653040
47,0.33724069,0.34419056
48,0.33722934,0.34442273
49,0.33743271,0.34505857
50,0.33728750,0.34121522
51,0.33657190,0.34471585
52,0.33623834,0.34239642
53,0.33649490,0.34419672
54,0.33637568,0.34375598
55,0.33642921,0.34487404
56,0.33602083,0.34275319
57,0.33604297,0.34157454
58,0.33561136,0.34159011
59,0.33485171,0.34999167
60,0.33545550,0.34194171
61,0.33550010,0.34538410
62,0.33470059,0.34454712
63,0.33529078,0.34761191
64,0.33518935,0.34392988
65,0.33540038,0.34020802
66,0.33432226,0.34207337
67,0.33393471,0.34243215
68,0.33507790,0.34428241
69,0.33416566,0.34194761
70,0.33341601,0.34177256
71,0.33354715,0.34245964
72,0.33333920,0.34347844
73,0.33270538,0.34390615
74,0.33330496,0.34152248
75,0.33315047,0.34147615
76,0.33261206,0.34312617
77,0.33202212,0.33859795
78,0.33244833,0.34528846
79,0.30868939,0.18540396
80,0.19782064,0.19774042
81,0.17496498,0.18522323
82,0.15374987,0.15391755
83,0.14674911,0.13792513
84,0.14342233,0.15407278
85,0.13830949,0.12470759
86,0.13888689,0.13611678
87,0.14556584,0.17277429
88,0.13680958,0.15782246
89,0.13582009,0.13136479
90,0.13185927,0.15607732
91,0.14234283,0.13665810
92,0.13034344,0.14058290
93,0.14496210,0.14313578
94,0.14889140,0.13458775
95,0.13256006,0.15480937
96,0.12909989,0.19037868
97,0.12628118,0.12548248
98,0.13427270,0.21336814
99,0.14623660,0.16954470
100,0.15662123,0.15949578
101,0.14879262,0.13554051
102,0.13762711,0.13880095
103,0.13455283,0.14152145
104,0.12591422,0.12794464
105,0.13755960,0.13719988
106,0.12902253,0.15831002
107,0.14406271,0.13956033
108,0.12965426,0.13243000
109,0.13852222,0.10865916
110,0.14047511,0.13076064
111,0.14436125,0.18198360
112,0.14901433,0.13654289
113,0.14941203,0.15026252
114,0.16850599,0.18457013
115,0.16369977,0.21502041
116,0.19045085,0.12902064
117,0.16472228,0.19944863
118,0.15932989,0.16848343
119,0.15495605,0.13724334
120,0.13725055,0.13046377
121,0.13844783,0.12596875
122,0.12877954,0.19169292
123,0.16105798,0.23810534
124,0.15924006,0.12519919
125,0.13445844,0.12179166
126,0.14027558,0.23272929
127,0.16785935,0.15494578
128,0.14902172,0.14593741
129,0.13531872,0.11560198
130,0.13465201,0.14860737
131,0.13095046,0.12492757
132,0.13526403,0.12861366
133,0.13395076,0.14324978
134,0.13027806,0.11359490
135,0.13505122,0.14373561
136,0.13420718,0.12820908
137,0.15390032,0.15972787
138,0.15627656,0.15291876
139,0.12796350,0.13676389
140,0.13706585,0.11365273
141,0.12883978,0.16385792
142,0.14210827,0.11696914
143,0.13448920,0.14201858
144,0.14123691,0.17444225
145,0.14424491,0.12704164
146,0.14999028,0.16276623
147,0.13927703,0.13684179
148,0.14158300,0.12858732
149,0.15140018,0.19179614
150,0.12709545,0.14840516
