epoch,train_loss,val_loss
1,1.95569140,1.80474770
2,1.70264343,1.58764300
3,1.52821240,1.44254363
4,1.41461083,1.35019910
5,1.31632987,1.25946486
6,1.23398781,1.19354019
7,1.16415940,1.13096303
8,1.10515485,1.08071461
9,1.05429391,1.04063171
10,1.01277935,0.99352996
11,0.97244790,0.96501374
12,0.93860410,0.93441795
13,0.90932810,0.90867859
14,0.88315442,0.88274194
15,0.86224174,0.87280634
16,0.84285443,0.85716951
17,0.82592106,0.84454651
18,0.81098562,0.83469474
19,0.79666430,0.82546589
20,0.78446126,0.81349522
21,0.77381235,0.80558793
22,0.76330013,0.80922616
23,0.75824064,0.80673692
24,0.74926152,0.79021972
25,0.74180063,0.79091796
26,0.73670817,0.78280756
27,0.73239714,0.77535670
28,0.72296711,0.77439025
29,0.71852719,0.77043441
30,0.71227965,0.76791185
31,0.70948133,0.76964447
32,0.70797430,0.76665603
33,0.70024250,0.76498547
34,0.69437721,0.77006420
35,0.69238101,0.77274913
36,0.69030454,0.76509236
37,0.68849401,0.78056262
38,0.67914407,0.74250019
39,0.67951662,0.77211161
40,0.67830949,0.76503040
41,0.66948895,0.76176333
42,0.66371208,0.74862573
43,0.66463463,0.77322352
44,0.65952073,0.76909779
45,0.65429989,0.76774555
46,0.64732416,0.76472567
47,0.64668600,0.77364205
48,0.64163230,0.77240229
49,0.64144900,0.75818634
50,0.63742457,0.78187852
51,0.63384309,0.76656373
52,0.63452788,0.78359605
53,0.62669101,0.78816037
54,0.63231309,0.77565657
55,0.62175174,0.77569056
56,0.62065165,0.77742596
57,0.61595380,0.75518334
58,0.61433105,0.80693251
59,0.60589514,0.79425269
60,0.61944695,0.77076222
61,0.61721481,0.79075505
62,0.60490489,0.79737422
63,0.60160438,0.79433359
64,0.60490663,0.80871384
65,0.59633582,0.82682656
66,0.58401570,0.85749815
67,0.60043911,0.78380996
68,0.59031881,0.85282035
69,0.59081527,0.83536443
70,0.58907764,0.81629093
71,0.59075191,0.83104697
72,0.57820138,0.78583661
73,0.59193621,0.80614361
74,0.58541780,0.79776268
75,0.57839031,0.81807780
76,0.58260856,0.81232353
77,0.57167216,0.80506590
78,0.57246138,0.84062752
79,0.57470559,0.81284440
80,0.56988431,0.82108095
81,0.56800699,0.81583804
82,0.56897716,0.84057856
83,0.57664961,0.80602114
84,0.57043433,0.82724585
85,0.56620894,0.77768914
86,0.56631069,0.84402396
87,0.57111468,0.82635845
88,0.55764573,0.82489894
89,0.55274529,0.81775822
90,0.55728671,0.79969974
91,0.57434643,0.83203590
92,0.57182604,0.80986604
93,0.56434767,0.86832039
94,0.56646432,0.82755952
95,0.55311729,0.86175536
96,0.55934372,0.85268472
97,0.54777740,0.85768366
98,0.55863901,0.81015070
99,0.54945801,0.82566103
100,0.54840444,0.79585913
101,0.55168519,0.84904303
102,0.54746840,0.82991070
103,0.53826128,0.83957842
104,0.54789797,0.81984110
105,0.54944288,0.88150449
106,0.54468049,0.83667357
107,0.54750256,0.86322610
108,0.55440694,0.82970418
109,0.54082257,0.85079616
110,0.54247214,0.81022301
111,0.54997338,0.83601046
112,0.53653662,0.80969541
113,0.54590324,0.82777172
114,0.53618451,0.85889946
115,0.53472438,0.85246547
116,0.53689695,0.82663557
117,0.54299665,0.84745248
118,0.53248071,0.83576708
119,0.53289955,0.78896183
120,0.53479195,0.83677155
121,0.52515579,0.83711553
122,0.52996870,0.84244661
123,0.53349061,0.81670961
124,0.53451467,0.82761858
125,0.53442572,0.83730254
126,0.52370026,0.82726687
127,0.53307964,0.85008608
128,0.52791898,0.84502782
129,0.52669055,0.82297608
130,0.52943582,0.92855647
131,0.53312295,0.84375276
132,0.53160847,0.87840521
133,0.52323855,0.82076408
134,0.51338839,0.89431740
135,0.52331324,0.85013966
136,0.53364367,0.85291085
137,0.51945799,0.85396318
138,0.51270387,0.82882617
139,0.51589180,0.84537452
140,0.51923137,0.87086824
141,0.52267046,0.83625773
142,0.51464809,0.83001415
143,0.51113182,0.84054404
144,0.51378703,0.83279444
145,0.51666456,0.87147526
146,0.52998417,0.85231391
147,0.52389511,0.84545757
148,0.51774162,0.82684667
149,0.51817526,0.83463433
150,0.52826926,0.85277952
