epoch,train_loss,val_loss
1,1.26348971,1.17281049
2,1.23966092,1.17669845
3,1.22411814,1.16640615
4,1.20667894,1.14955324
5,1.19197886,1.15131366
6,1.17955105,1.16170260
7,1.16379898,1.10955524
8,1.15614536,1.11478549
9,1.14080128,1.14853951
10,1.12709619,1.13147655
11,1.11080912,1.14916056
12,1.11166809,1.10083321
13,1.11434862,1.10872772
14,1.10870684,1.09672344
15,1.10196029,1.10523194
16,1.07437586,1.11426002
17,1.07312391,1.09640825
18,1.08708739,1.09083980
19,1.05679938,1.16764650
20,1.05160419,1.09647179
21,1.05960744,1.13182005
22,1.03722627,1.10781646
23,1.03067345,1.13596073
24,1.02960190,1.10617906
25,1.03251105,1.15958267
26,1.01170449,1.14383274
27,1.01639468,1.10699129
28,1.00036416,1.20619422
29,0.99399666,1.15725356
30,0.99766657,1.18740666
31,0.98446333,1.18639153
32,0.98583286,1.14720345
33,0.96810260,1.11833727
34,0.97372939,1.20568120
35,0.95086243,1.17204082
36,0.94432826,1.15211880
37,0.96164539,1.30026650
38,0.94489071,1.19086316
39,0.92037964,1.12647301
40,0.93155223,1.35984284
41,0.92866552,1.30488461
42,0.91743226,1.16920251
43,0.94282441,1.46400917
44,0.90158219,1.21581525
45,0.88569731,1.25524831
46,0.88086767,1.10825360
47,0.89974436,1.15185189
48,0.92494760,1.24692482
49,0.88818504,1.36692452
50,0.85510323,1.42102110
51,0.83418443,1.36247241
52,0.83747123,1.17438084
53,0.81531624,1.36519057
54,0.80252502,1.49197006
55,0.82202220,1.09427035
56,0.82382023,1.28785640
57,0.80189805,1.22862139
58,0.84634511,1.25434160
59,0.82999676,1.21486121
60,0.80179697,1.24828243
61,0.76669308,1.13182509
62,0.78495770,1.25760955
63,0.76237480,1.29670542
64,0.75157582,1.40417534
65,0.73531704,1.54590940
66,0.75211595,1.24982315
67,0.76964335,1.26296836
68,0.71098200,1.42825842
69,0.69904098,1.42230022
70,0.70558523,1.29746833
71,0.72971009,1.17307991
72,0.67758060,1.25426209
73,0.74317437,1.27659971
74,0.73215490,1.45089567
75,0.73892328,1.16787523
76,0.70578966,1.47263223
77,0.65105943,1.27452099
78,0.67832627,1.30756605
79,0.66176048,1.33103523
80,0.62728953,1.46421397
81,0.63214259,1.16727334
82,0.58869104,1.37805820
83,0.58479862,1.26926547
84,0.60228956,1.42495495
85,0.58146906,1.51005179
86,0.57665503,1.41414493
87,0.56827337,1.41948110
88,0.56035931,1.55502808
89,0.56826059,1.60434854
90,0.60653032,1.77601886
91,0.57814747,1.48081338
92,0.54500085,1.43310839
93,0.51617510,1.61208147
94,0.58323781,1.24850076
95,0.57030249,1.54172671
96,0.52860827,1.28794801
97,0.50273444,1.41015190
98,0.48534289,1.44350505
99,0.48759459,1.42054409
100,0.56083549,1.35693589
101,0.54367482,1.43053484
102,0.54038121,1.91257685
103,0.53392828,1.54076403
104,0.51968241,1.43240541
105,0.45438025,1.77992439
106,0.46373998,1.47682405
107,0.42018591,1.39778692
108,0.45500052,1.61605799
109,0.44915140,1.43441951
110,0.45703630,1.42716688
111,0.57338029,1.54759550
112,0.58962633,1.58734381
113,0.81418621,1.20066601
114,0.52771217,1.12117797
115,0.44462578,1.49101543
116,0.41417686,1.18972504
117,0.39499002,1.39795214
118,0.40884967,1.21537411
119,0.38450522,1.66873431
120,0.37129936,1.56282693
121,0.38538262,1.83310091
122,0.43818060,1.23965204
123,0.41149254,1.40398186
124,0.39444319,1.82671124
125,0.38400539,1.73169327
126,0.35525289,1.43058789
127,0.35090904,1.70696425
128,0.36002642,1.50732094
129,0.34604508,1.63539869
130,0.46565816,1.62261271
131,0.37973429,1.55392307
132,0.34786781,1.88961756
133,0.38260563,1.26918787
134,0.35198408,1.60800886
135,0.32591643,1.94030303
136,0.32869821,1.75798947
137,0.32208595,1.43945193
138,0.33089254,1.81189728
139,0.42078171,1.06739423
140,0.51551010,1.81643319
141,0.44094151,1.56838471
142,0.37961247,1.62719387
143,0.32363301,1.86266428
144,0.31763853,1.63450336
145,0.28581771,1.70015287
146,0.28957316,1.97361445
147,0.29852729,1.57033086
148,0.29467188,1.89170778
149,0.28471178,2.02758098
150,0.28339771,2.06091249
