epoch,train_loss,val_loss
1,0.44866574,0.36483178
2,0.33641042,0.34017652
3,0.29475327,0.29695156
4,0.27420334,0.25731694
5,0.25042987,0.22725496
6,0.23858603,0.21787814
7,0.22704359,0.19979076
8,0.21331941,0.21992614
9,0.21802664,0.20776326
10,0.20487022,0.25491292
11,0.19616572,0.21475639
12,0.20111843,0.18680636
13,0.18869405,0.18821972
14,0.18582432,0.19470600
15,0.18527814,0.16969436
16,0.18946850,0.17042779
17,0.17496890,0.19183954
18,0.18041139,0.16328707
19,0.17294212,0.16786586
20,0.17776627,0.15928612
21,0.16862337,0.16375725
22,0.17706399,0.15656155
23,0.17509171,0.16314899
24,0.16689699,0.15242504
25,0.16083494,0.14461304
26,0.16183823,0.15613105
27,0.16605929,0.15793134
28,0.15834459,0.16177246
29,0.15744515,0.16927026
30,0.15519584,0.15643069
31,0.15521562,0.14511917
32,0.15649853,0.14230781
33,0.15409051,0.15620388
34,0.15425531,0.17958355
35,0.15225007,0.16819228
36,0.14874990,0.22354379
37,0.15562153,0.14901444
38,0.15157952,0.15264977
39,0.14764183,0.12913287
40,0.14511020,0.16290391
41,0.14571157,0.13342593
42,0.14711002,0.13051077
43,0.15146559,0.16564815
44,0.14011961,0.13674319
45,0.14725574,0.13994028
46,0.14810274,0.14389615
47,0.15196736,0.20448383
48,0.14341835,0.16706436
49,0.14258218,0.15824173
50,0.13526941,0.17818089
51,0.13759709,0.16413764
52,0.13687552,0.12652933
53,0.13633871,0.14607519
54,0.13509541,0.13610634
55,0.13478563,0.13089718
56,0.13629994,0.14874817
57,0.13902117,0.13455893
58,0.14122744,0.13832890
59,0.13029835,0.14714478
60,0.13227133,0.14479380
61,0.12877836,0.15193106
62,0.13006842,0.12746553
63,0.12881873,0.13389069
64,0.13373668,0.13398553
65,0.12778089,0.17152252
66,0.13041688,0.14005201
67,0.12764987,0.13168443
68,0.12913679,0.13332639
69,0.13155389,0.13380762
70,0.13436627,0.14262757
71,0.12111895,0.14869990
72,0.12195179,0.13313903
73,0.12299918,0.13966651
74,0.12021186,0.13452306
75,0.12382239,0.14933818
76,0.12099992,0.13574403
77,0.12643139,0.13712229
78,0.12862727,0.15184570
79,0.11769076,0.14174342
80,0.11809624,0.12833466
81,0.11941329,0.13917035
82,0.11481339,0.13125117
83,0.12349116,0.14388942
84,0.11303976,0.16710483
85,0.11474200,0.17596933
86,0.11265376,0.16696899
87,0.11353533,0.16369661
88,0.11615715,0.13446687
89,0.11686295,0.14622338
90,0.11442661,0.14560587
91,0.11440086,0.13718576
92,0.11286425,0.13287649
93,0.11111157,0.18243425
94,0.14041175,0.16634612
95,0.11842905,0.13763020
96,0.10837634,0.13583132
97,0.10577990,0.14094495
98,0.11316450,0.14171479
99,0.11403889,0.13502103
100,0.10496376,0.14556642
101,0.10534567,0.14403975
102,0.10399227,0.16583907
103,0.10803612,0.15181706
104,0.10806682,0.15113417
105,0.10412278,0.13849286
106,0.10119687,0.15392353
107,0.10282899,0.13765790
108,0.10626338,0.14916164
109,0.10744861,0.13992171
110,0.10370891,0.14765441
111,0.10619387,0.14048906
112,0.10296844,0.13737132
113,0.10476946,0.15630915
114,0.09785982,0.16585348
115,0.10441610,0.14266495
116,0.09953153,0.14660264
117,0.09814455,0.14552444
118,0.09723472,0.14810246
119,0.09791349,0.13209080
120,0.09802694,0.19118294
121,0.09773451,0.15818293
122,0.09968725,0.14628117
123,0.09401024,0.14832259
124,0.09949780,0.19150225
125,0.09566849,0.16279922
126,0.09394664,0.14216909
127,0.09314594,0.15583836
128,0.09132111,0.14994539
129,0.09150345,0.14326193
130,0.09899602,0.15223474
131,0.09760458,0.15257447
132,0.09235964,0.15557094
133,0.08903602,0.17910483
134,0.09041556,0.16698456
135,0.09531656,0.16277522
136,0.09038818,0.14822710
137,0.08745235,0.14567910
138,0.08408365,0.16582391
139,0.08935732,0.14889631
140,0.08962730,0.17478833
141,0.08763408,0.16862575
142,0.08797256,0.16069718
143,0.08697565,0.14958315
144,0.09448487,0.17395501
145,0.08825527,0.14279848
146,0.08515764,0.15891048
147,0.08384135,0.16926550
148,0.08383920,0.15188947
149,0.08345985,0.17141714
150,0.08632217,0.14929537
