epoch,train_loss,val_loss
1,0.68516680,0.68979945
2,0.66335014,0.68727566
3,0.65113974,0.67176707
4,0.64281593,0.67466422
5,0.64045480,0.65957814
6,0.63611315,0.66159571
7,0.62889219,0.65396690
8,0.62523575,0.66507101
9,0.62371594,0.65862759
10,0.61693297,0.67738409
11,0.61511406,0.63897975
12,0.60927834,0.65980474
13,0.61365304,0.66763386
14,0.60647694,0.63826857
15,0.60480937,0.70510289
16,0.60105028,0.63469110
17,0.59991286,0.64904751
18,0.59455885,0.64926838
19,0.59127087,0.65650520
20,0.58942429,0.62696450
21,0.58420672,0.64431752
22,0.58204186,0.63219870
23,0.57735418,0.62914647
24,0.58820988,0.64083670
25,0.58617020,0.70150003
26,0.58256593,0.63512116
27,0.57790534,0.61563583
28,0.56444806,0.69943528
29,0.56056384,0.60313268
30,0.55865363,0.64507755
31,0.55335196,0.70764286
32,0.54468675,0.60224866
33,0.54193229,0.71111442
34,0.55836457,0.60987815
35,0.54705518,0.61214668
36,0.54078586,0.65674968
37,0.54355366,0.68726579
38,0.53548626,0.59464482
39,0.53717443,0.60895310
40,0.53448714,0.63379852
41,0.53466411,0.62753167
42,0.53004731,0.61197639
43,0.52719024,0.60001692
44,0.51658577,0.60990838
45,0.52519686,0.56475276
46,0.52733800,0.59749711
47,0.51792832,0.58272566
48,0.52064520,0.60208636
49,0.52366368,0.57289743
50,0.51591959,0.59656459
51,0.51407401,0.59105518
52,0.52160310,0.58592565
53,0.51632180,0.59721402
54,0.49922956,0.67971190
55,0.50145221,0.62487414
56,0.49414303,0.66490502
57,0.52249068,0.64592563
58,0.48662794,0.70724033
59,0.48782131,0.57609556
60,0.48584062,0.58623387
61,0.48074510,0.58527754
62,0.48002913,0.65443034
63,0.47439222,0.82123972
64,0.47745448,0.60141727
65,0.47900455,0.55336921
66,0.48211022,0.57449914
67,0.49579400,0.66230074
68,0.46566453,0.62532213
69,0.45729812,0.70492367
70,0.46938314,0.73807392
71,0.45897036,0.57486893
72,0.47296346,0.69716196
73,0.45582747,0.65230868
74,0.45252324,0.75124132
75,0.43498224,0.63210693
76,0.44407078,0.54407221
77,0.45153450,0.61292023
78,0.43566253,0.65498349
79,0.44885437,0.71684891
80,0.43602427,0.58412628
81,0.44763710,0.59399705
82,0.44116478,0.56169468
83,0.43016194,0.56919482
84,0.44936142,0.56533889
85,0.41326420,0.72481525
86,0.40038499,0.75277451
87,0.43437335,0.63090670
88,0.42810217,0.62393799
89,0.40251047,0.67783567
90,0.40059905,0.68024798
91,0.41487393,0.57706370
92,0.42348054,0.64839753
93,0.40350477,0.58511112
94,0.42153308,0.58181128
95,0.39205977,0.58944314
96,0.37388568,0.54912000
97,0.38226102,0.87776764
98,0.41111368,0.58703151
99,0.38792314,0.56314525
100,0.36021242,0.64109999
101,0.36656029,0.63916509
102,0.40159213,0.65948164
103,0.36508027,0.60938489
104,0.37729816,0.52954938
105,0.38045835,0.72183509
106,0.39367838,0.48123298
107,0.36135179,0.54102627
108,0.37479072,0.58112186
109,0.34610722,0.54963493
110,0.35659030,0.58809092
111,0.38287662,0.63792163
112,0.36207229,0.56764938
113,0.35721374,0.60922495
114,0.32338832,0.50770988
115,0.38019602,0.57312392
116,0.33450566,0.57899474
117,0.32860785,0.55422898
118,0.34879304,0.61667230
119,0.31829782,0.54520927
120,0.40032465,0.75248778
121,0.37226189,0.56074360
122,0.31627142,0.54906760
123,0.30183417,0.58449745
124,0.30357899,0.60245881
125,0.30774396,0.70989094
126,0.31094258,0.59162702
127,0.31057348,0.51454573
128,0.31482117,0.55135431
129,0.36978558,0.59737988
130,0.30830492,0.90326839
131,0.36916218,0.64015370
132,0.35379383,0.59626351
133,0.31222673,0.63054850
134,0.28829635,0.55902300
135,0.27276896,0.56500357
136,0.28216805,0.69838280
137,0.33454789,0.67025048
138,0.34746411,0.60763814
139,0.31187308,0.64074122
140,0.27167906,0.55905678
141,0.29000787,0.59061998
142,0.26737119,0.72340165
143,0.27550650,0.64338729
144,0.53358511,0.53658219
145,0.31496330,0.67403568
146,0.30453018,0.58682305
147,0.29417711,0.62265177
148,0.27638032,0.47287669
149,0.29160543,0.62820917
150,0.33655917,0.65807230
